"","FAMILYID","PRE_PARENT_HIPIC_1","PRE_PARENT_HIPIC_2","PRE_PARENT_HIPIC_3","PRE_PARENT_HIPIC_4","PRE_PARENT_HIPIC_5","PRE_PARENT_HIPIC_6","PRE_PARENT_HIPIC_7","PRE_PARENT_HIPIC_8","PRE_PARENT_HIPIC_9","PRE_PARENT_HIPIC_10","PRE_PARENT_HIPIC_11","PRE_PARENT_HIPIC_12","PRE_PARENT_HIPIC_13","PRE_PARENT_HIPIC_14","PRE_PARENT_HIPIC_15","PRE_PARENT_HIPIC_16","PRE_PARENT_HIPIC_17","PRE_PARENT_HIPIC_18","PRE_PARENT_HIPIC_19","PRE_PARENT_HIPIC_20","PRE_PARENT_HIPIC_21","PRE_PARENT_HIPIC_22","PRE_PARENT_HIPIC_23","PRE_PARENT_HIPIC_24","PRE_PARENT_HIPIC_25","PRE_PARENT_HIPIC_26","PRE_PARENT_HIPIC_27","PRE_PARENT_HIPIC_28","PRE_PARENT_HIPIC_29","PRE_PARENT_HIPIC_30","PRE_PARENT_HIPIC_31","PRE_PARENT_HIPIC_32","PRE_PARENT_HIPIC_33","PRE_PARENT_HIPIC_34","PRE_PARENT_HIPIC_35","PRE_PARENT_HIPIC_36","PRE_PARENT_HIPIC_37","PRE_PARENT_HIPIC_38","PRE_PARENT_HIPIC_39","PRE_PARENT_HIPIC_40","PRE_PARENT_HIPIC_41","PRE_PARENT_HIPIC_42","PRE_PARENT_HIPIC_43","PRE_PARENT_HIPIC_44","PRE_PARENT_HIPIC_45","PRE_PARENT_HIPIC_46","PRE_PARENT_HIPIC_47","PRE_PARENT_HIPIC_48","PRE_PARENT_HIPIC_49","PRE_PARENT_HIPIC_50","PRE_PARENT_HIPIC_51","PRE_PARENT_HIPIC_52","PRE_PARENT_HIPIC_53","PRE_PARENT_HIPIC_54","PRE_PARENT_HIPIC_55","PRE_PARENT_HIPIC_56","PRE_PARENT_HIPIC_57","PRE_PARENT_HIPIC_58","PRE_PARENT_HIPIC_59","PRE_PARENT_HIPIC_60","PRE_PARENT_HIPIC_61","PRE_PARENT_HIPIC_62","PRE_PARENT_HIPIC_63","PRE_PARENT_HIPIC_64","PRE_PARENT_HIPIC_65","PRE_PARENT_HIPIC_66","PRE_PARENT_HIPIC_67","PRE_PARENT_HIPIC_68","PRE_PARENT_HIPIC_69","PRE_PARENT_HIPIC_70","PRE_PARENT_HIPIC_71","PRE_PARENT_HIPIC_72","PRE_PARENT_HIPIC_73","PRE_PARENT_HIPIC_74","PRE_PARENT_HIPIC_75","PRE_PARENT_HIPIC_76","PRE_PARENT_HIPIC_77","PRE_PARENT_HIPIC_78","PRE_PARENT_HIPIC_79","PRE_PARENT_HIPIC_80","PRE_PARENT_HIPIC_81","PRE_PARENT_HIPIC_82","PRE_PARENT_HIPIC_83","PRE_PARENT_HIPIC_84","PRE_PARENT_HIPIC_85","PRE_PARENT_HIPIC_86","PRE_PARENT_HIPIC_87","PRE_PARENT_HIPIC_88","PRE_PARENT_HIPIC_89","PRE_PARENT_HIPIC_90","PRE_PARENT_HIPIC_91","PRE_PARENT_HIPIC_92","PRE_PARENT_HIPIC_93","PRE_PARENT_HIPIC_94","PRE_PARENT_HIPIC_95","PRE_PARENT_HIPIC_96","PRE_PARENT_HIPIC_97","PRE_PARENT_HIPIC_98","PRE_PARENT_HIPIC_99","PRE_PARENT_HIPIC_100","PRE_PARENT_HIPIC_101","PRE_PARENT_HIPIC_102","PRE_PARENT_HIPIC_103","PRE_PARENT_HIPIC_104","PRE_PARENT_HIPIC_105","PRE_PARENT_HIPIC_106","PRE_PARENT_HIPIC_107","PRE_PARENT_HIPIC_108","PRE_PARENT_HIPIC_109","PRE_PARENT_HIPIC_110","PRE_PARENT_HIPIC_111","PRE_PARENT_HIPIC_112","PRE_PARENT_HIPIC_113","PRE_PARENT_HIPIC_114","PRE_PARENT_HIPIC_115","PRE_PARENT_HIPIC_116","PRE_PARENT_HIPIC_117","PRE_PARENT_HIPIC_118","PRE_PARENT_HIPIC_119","PRE_PARENT_HIPIC_120","PRE_PARENT_HIPIC_121","PRE_PARENT_HIPIC_122","PRE_PARENT_HIPIC_123","PRE_PARENT_HIPIC_124","PRE_PARENT_HIPIC_125","PRE_PARENT_HIPIC_126","PRE_PARENT_HIPIC_127","PRE_PARENT_HIPIC_128","PRE_PARENT_HIPIC_129","PRE_PARENT_HIPIC_130","PRE_PARENT_HIPIC_131","PRE_PARENT_HIPIC_132","PRE_PARENT_HIPIC_133","PRE_PARENT_HIPIC_134","PRE_PARENT_HIPIC_135","PRE_PARENT_HIPIC_136","PRE_PARENT_HIPIC_137","PRE_PARENT_HIPIC_138","PRE_PARENT_HIPIC_139","PRE_PARENT_HIPIC_140","PRE_PARENT_HIPIC_141","PRE_PARENT_HIPIC_142","PRE_PARENT_HIPIC_143","PRE_PARENT_HIPIC_144"
"PRE_PARENT_HIPIC_81",-0.15,0.06,0.1,0.03,0.04,0.09,0.1,0.34,-0.03,0.13,0.01,0.04,0.03,0.16,0.06,0.01,0.13,0.09,-0.03,-0.13,-0.09,-0.05,0,0,-0.13,0.15,0.02,0.04,0.14,0.26,0.27,0.1,0.1,0.24,-0.2,0.32,0.37,0.34,0.34,-0.14,0.21,0.23,0.44,0.35,0.35,-0.17,0.37,0.37,0.34,-0.23,-0.32,-0.32,-0.14,0.39,-0.23,0.46,0.28,0.05,0.2,0.3,0.38,0.31,0.2,-0.07,0.2,-0.08,-0.1,-0.08,-0.15,-0.15,-0.19,-0.2,-0.27,0.05,-0.22,-0.12,-0.1,-0.11,-0.16,-0.02,0.08,1,-0.3,0.63,0.43,0.52,-0.28,-0.27,-0.27,-0.03,-0.17,0.25,-0.2,-0.12,0.02,0.28,0.3,0.39,0.38,0.39,-0.21,0.14,0.04,-0.22,0.19,0.09,0.04,0.01,0.21,0.11,-0.05,0.12,0.24,-0.05,0.2,-0.05,0.07,0.15,0.17,-0.08,0.04,0.04,0.16,0.1,0.03,-0.02,0.07,0.01,0.07,-0.03,0.08,-0.03,-0.07,-0.03,-0.01,0,0.03,-0.01,-0.12,0.07,0.03,0.02,0.03,-0.03,-0.03
"PRE_PARENT_HIPIC_82",-0.01,-0.03,-0.05,-0.03,-0.08,0.11,0.14,-0.1,0.12,-0.05,-0.01,0.09,0.12,-0.08,0.11,0,-0.07,0.15,0.1,0.19,0.09,0.07,0.07,0.09,0.1,-0.09,-0.01,-0.07,-0.11,-0.01,-0.14,-0.05,0,-0.15,0.17,-0.2,-0.22,-0.17,-0.14,0.2,-0.1,-0.11,-0.18,-0.17,-0.14,0.15,-0.16,-0.08,-0.07,0.24,0.19,0.24,0.14,-0.14,0.26,-0.26,-0.09,0.07,-0.08,-0.12,-0.12,-0.08,-0.12,0.08,-0.17,0.14,-0.02,0.05,0.08,-0.01,0.06,0.07,0.2,0.01,0.22,0.18,0.14,0.15,0.18,0.09,-0.1,-0.3,1,-0.28,-0.04,-0.26,0.42,0.24,0.4,0.24,0.14,-0.22,0.14,0.15,-0.04,-0.2,-0.17,-0.22,-0.22,-0.22,0.16,0,0.05,0.18,-0.17,-0.01,0.03,0.06,-0.03,0,0.07,-0.15,-0.07,-0.08,-0.02,0.02,-0.02,-0.02,0,-0.03,0.13,0.03,-0.02,-0.07,0.03,-0.05,0,-0.02,-0.1,0.02,0.05,-0.11,-0.05,-0.1,-0.1,0.02,-0.08,-0.12,-0.14,0.14,0.1,0.04,-0.04,0.04,-0.1
"PRE_PARENT_HIPIC_83",-0.11,0.09,0.14,0.02,0.1,0.07,0.17,0.38,-0.05,0.17,0.04,0.02,-0.09,0.2,0,0,0.23,0.11,-0.03,-0.14,0,0.04,0.07,0.13,-0.08,0.29,0.19,0.23,0.36,0.12,0.31,0.28,0.17,0.26,0.01,0.23,0.3,0.28,0.27,-0.06,0.16,0.29,0.3,0.3,0.36,-0.1,0.27,0.28,0.3,-0.32,-0.32,-0.35,-0.12,0.37,-0.22,0.31,0.29,0.04,0.23,0.27,0.35,0.34,0.24,0.05,0.32,0.04,0.04,-0.06,-0.06,-0.04,-0.04,-0.07,-0.14,0.12,-0.11,0.02,0.03,-0.08,-0.1,0,0.07,0.63,-0.28,1,0.56,0.51,-0.3,-0.26,-0.28,-0.23,-0.11,0.24,-0.22,-0.11,-0.01,0.36,0.29,0.27,0.28,0.27,-0.13,0.09,-0.02,-0.12,0.22,0.18,0.08,0.05,0.09,0.14,-0.01,0.15,0.28,-0.01,0.19,-0.04,0.24,0.13,0.29,-0.06,0.09,0.01,0.21,0.05,0.1,0.06,0.15,0.05,0.14,0.02,0.1,0.08,-0.03,0.04,0.04,0.04,0.07,0.13,0,0.09,-0.01,-0.02,0,-0.01,0.09
"PRE_PARENT_HIPIC_84",-0.01,0.09,0.24,0.07,-0.04,0.18,0.17,0.42,-0.03,0.22,0,0.05,-0.02,0.19,0.08,-0.03,0.26,0.12,0,-0.15,-0.13,-0.13,-0.02,0.04,-0.16,0.2,0.05,0.16,0.29,0.29,0.31,0.23,0.22,0.14,-0.09,0.31,0.43,0.43,0.38,-0.09,0.23,0.19,0.34,0.36,0.34,-0.06,0.39,0.4,0.38,-0.29,-0.26,-0.34,-0.14,0.49,-0.31,0.31,0.31,0.05,0.23,0.3,0.39,0.38,0.21,0.05,0.31,-0.1,-0.09,-0.27,-0.22,-0.2,-0.23,-0.23,-0.27,0.11,-0.17,-0.01,0,-0.08,-0.11,-0.01,-0.02,0.43,-0.04,0.56,1,0.42,-0.19,-0.2,-0.18,-0.11,-0.1,0.18,-0.23,-0.14,-0.14,0.2,0.24,0.32,0.35,0.42,-0.12,0.23,0.18,-0.07,0.17,0.08,0.07,0.06,0.11,0.13,-0.02,0.15,0.24,-0.04,0.14,-0.02,0.09,0.15,0.1,-0.04,-0.01,0.05,0.07,0.11,-0.05,-0.04,0.06,-0.04,-0.04,-0.01,0.09,-0.09,-0.13,-0.14,-0.1,-0.05,-0.01,0,-0.05,0.19,-0.03,-0.02,-0.04,0,-0.03
"PRE_PARENT_HIPIC_85",0.01,-0.05,0.11,-0.02,-0.04,0.17,0.02,0.2,-0.02,0.01,-0.1,0.19,0.03,-0.03,-0.07,-0.13,0.04,-0.03,-0.08,-0.21,-0.14,-0.14,-0.08,-0.07,-0.16,0,-0.09,-0.13,0.1,0.31,0.13,0.04,0.13,0.14,-0.09,0.3,0.29,0.25,0.26,-0.15,0.08,0.1,0.31,0.24,0.23,-0.06,0.31,0.3,0.28,-0.25,-0.36,-0.29,-0.21,0.27,-0.33,0.34,0.18,0.04,0.08,0.17,0.2,0.23,0.1,0.04,0.15,-0.09,-0.1,-0.2,-0.27,-0.16,-0.24,-0.31,-0.29,-0.07,-0.33,-0.09,-0.05,-0.17,-0.17,-0.01,0.12,0.52,-0.26,0.51,0.42,1,-0.22,-0.31,-0.26,-0.08,-0.11,0.23,-0.32,-0.11,0.11,0.26,0.12,0.38,0.38,0.4,-0.2,0.26,-0.07,-0.27,0.36,0.25,0.14,0.03,0.02,0.18,0.02,0.15,0.27,-0.03,0.13,-0.07,0.26,-0.09,0.23,-0.1,-0.02,0.03,0.09,0.06,0.01,0.08,0.04,-0.05,0.02,-0.1,-0.08,-0.1,-0.19,-0.12,-0.14,-0.08,-0.05,-0.05,-0.12,-0.04,-0.15,-0.01,0.01,-0.03,-0.07
"PRE_PARENT_HIPIC_86",-0.04,-0.06,-0.11,0.06,0.05,0.04,0.05,-0.08,0.13,-0.11,0.02,0,0.14,-0.01,0.1,0.06,-0.11,0.1,0.02,0.14,0.15,0.02,-0.02,0.08,0.1,0.02,-0.02,0.03,0,-0.09,-0.06,-0.02,0,0,0.12,-0.09,-0.1,-0.03,0.02,0.04,0,0.06,0,-0.01,-0.01,0.11,-0.01,0.01,-0.01,0.32,0.2,0.32,0.22,-0.17,0.38,-0.22,-0.07,-0.04,0.07,-0.01,0.03,0.01,0.08,-0.01,0.01,0.14,0.09,0.09,0.1,0.02,0.08,0.12,0.23,0.06,0.34,0.22,0.16,0.17,0.24,0.06,0.06,-0.28,0.42,-0.3,-0.19,-0.22,1,0.39,0.36,0.14,0.19,-0.1,0.28,0.08,-0.06,-0.11,-0.27,-0.15,-0.19,-0.14,0.22,-0.04,-0.02,0.2,-0.21,0.08,0.02,0.08,0.1,-0.01,0.1,-0.05,-0.02,0.02,-0.11,0.1,-0.05,0.11,0.01,0.07,0.1,0.09,-0.15,0.01,0.02,0.13,0.08,0.07,-0.02,0.06,0,-0.08,-0.05,0.01,0.01,0.11,-0.03,-0.12,-0.03,0.03,0.1,-0.05,-0.06,0.07,0.03
"PRE_PARENT_HIPIC_87",-0.01,-0.01,-0.02,0.1,-0.01,-0.03,0.06,-0.04,0.12,-0.12,-0.1,0.03,0.1,-0.05,-0.11,-0.09,-0.14,0.04,0.03,0.16,0.05,0.1,-0.12,0.04,0.03,0,0.09,-0.01,-0.01,-0.1,-0.06,-0.03,-0.05,-0.02,0.24,-0.18,-0.18,-0.14,-0.14,0.02,-0.03,0.12,-0.15,-0.05,-0.01,0.05,-0.1,-0.09,-0.1,0.36,0.26,0.3,0.24,-0.08,0.36,-0.23,-0.18,0.07,-0.05,-0.15,-0.09,-0.11,-0.09,0.07,-0.11,0.2,-0.03,0.15,0.16,0.11,0.11,0.18,0.13,0.25,0.55,0.44,0.41,0.44,0.58,0.35,-0.14,-0.27,0.24,-0.26,-0.2,-0.31,0.39,1,0.6,0.08,0.29,-0.16,0.63,0.24,-0.07,-0.08,-0.19,-0.24,-0.31,-0.33,0.45,-0.1,-0.02,0.55,-0.29,0.02,0.23,0.23,0.12,0.04,0.29,-0.12,-0.01,0.04,-0.05,0.14,-0.05,0.05,-0.03,0.22,0.05,0.14,-0.2,0.13,-0.15,0,-0.06,-0.07,-0.1,0.11,0.02,0.03,0.2,0.07,0.17,0.07,0.12,0.1,0.06,0.01,0.04,0.04,0.08,-0.06,0.01
"PRE_PARENT_HIPIC_88",0.09,-0.05,-0.04,-0.03,-0.07,0.05,0.1,-0.1,0.19,-0.15,-0.09,0.06,0.09,-0.13,-0.01,-0.06,-0.18,0.06,-0.05,0.07,0,0.05,-0.09,0.06,-0.01,-0.08,-0.01,-0.07,-0.1,-0.11,-0.17,-0.08,-0.07,-0.07,0.14,-0.25,-0.27,-0.27,-0.22,-0.03,-0.17,-0.04,-0.24,-0.12,-0.12,0.04,-0.23,-0.18,-0.14,0.16,0.15,0.21,0.15,-0.15,0.25,-0.29,-0.17,0.05,-0.18,-0.18,-0.17,-0.11,-0.15,-0.05,-0.17,0.18,-0.01,0.09,0.05,0.01,0.04,0.18,0.09,0.06,0.36,0.24,0.16,0.24,0.31,0.1,-0.1,-0.27,0.4,-0.28,-0.18,-0.26,0.36,0.6,1,0.13,0.22,-0.2,0.35,0.17,-0.05,-0.15,-0.14,-0.31,-0.33,-0.23,0.27,-0.14,-0.11,0.29,-0.22,-0.06,0.09,0.04,0,-0.03,0.11,-0.15,-0.14,0,-0.09,-0.03,-0.11,-0.03,-0.08,0.02,0.02,0,-0.22,0.01,-0.15,0.07,-0.14,-0.04,-0.13,0.06,0.01,0,0.06,-0.06,0.05,0,0,-0.04,0.02,-0.03,0.03,-0.01,0.04,0,-0.08
"PRE_PARENT_HIPIC_89",-0.02,0.06,0.01,-0.02,-0.12,0.21,-0.05,0.02,0.02,-0.1,-0.09,0.06,0.14,-0.17,0.08,-0.04,-0.21,-0.03,0.02,0.12,-0.02,0.03,-0.04,0.13,0.07,-0.22,-0.15,-0.24,-0.26,0.15,-0.3,-0.25,-0.06,-0.07,-0.12,0.07,-0.08,0.01,-0.05,0.01,-0.13,-0.04,-0.08,-0.15,-0.13,0.14,-0.15,-0.19,-0.21,0.17,0.09,0.17,0.2,-0.15,0.27,-0.07,-0.13,-0.07,-0.09,-0.12,-0.16,-0.18,-0.15,0.04,-0.22,-0.04,0.04,0.01,-0.05,-0.03,-0.03,-0.05,-0.01,0,0.05,0.09,0.06,0.1,0.13,0.1,-0.07,-0.03,0.24,-0.23,-0.11,-0.08,0.14,0.08,0.13,1,0.36,-0.26,0.16,0.4,0.09,-0.19,-0.24,-0.12,-0.06,-0.08,0.07,-0.05,0.18,0.11,-0.05,-0.14,-0.07,0,-0.13,-0.11,-0.03,-0.16,-0.15,-0.06,-0.11,-0.01,-0.18,-0.03,-0.16,0.15,0.04,-0.09,0.12,-0.12,0.1,-0.05,-0.01,0.11,0.02,0,0,-0.06,0.1,-0.07,-0.07,0.03,-0.05,0,-0.01,-0.04,0.16,0.07,0.04,-0.09,-0.1
"PRE_PARENT_HIPIC_90",-0.15,0,-0.01,0.08,-0.02,0.06,0.03,0,0.06,0.03,-0.08,-0.01,0.07,-0.08,0.01,-0.03,-0.08,0.04,0.1,-0.03,0.08,0.01,0.1,0.16,0,-0.12,0,-0.12,0.05,-0.06,-0.23,0.01,0.06,0.02,-0.06,-0.04,-0.1,-0.09,-0.1,0.08,0.01,0.08,0.01,0,-0.06,0.26,-0.12,-0.13,-0.1,0.14,0.15,0.17,0.07,-0.03,0.21,-0.22,0.03,-0.15,0.04,-0.08,0,-0.03,0.02,-0.11,-0.01,0.05,0.08,0.04,0,0.02,0.05,0.08,0.12,0.09,0.29,0.32,0.24,0.27,0.27,0.15,-0.11,-0.17,0.14,-0.11,-0.1,-0.11,0.19,0.29,0.22,0.36,1,-0.25,0.26,0.58,-0.05,-0.06,-0.42,-0.33,-0.29,-0.28,0.22,-0.09,0.15,0.36,-0.18,-0.09,0.04,0,-0.02,-0.07,0.09,-0.05,-0.03,-0.04,-0.03,0.17,-0.2,0.13,-0.18,0.23,0.07,-0.19,0.22,-0.11,0.23,0.17,0.19,0.2,0.21,0.08,0.05,0.06,0.15,0.08,0.09,-0.04,0.06,0.17,0.12,-0.15,0.16,0.2,0.17,-0.19,0.07
"PRE_PARENT_HIPIC_91",0.04,-0.09,0.03,0.21,0.05,0.06,-0.05,0.17,0,0.07,0.06,-0.01,0.08,0.24,-0.09,0.11,0.03,0.04,0.04,-0.06,0.04,-0.04,0.02,0.03,-0.07,0.11,-0.01,0.07,0.16,0.11,0.23,0.15,0,0.07,0.09,0.11,0.11,0.18,0.13,-0.06,0.22,0.09,0.25,0.23,0.17,-0.01,0.24,0.24,0.19,-0.18,-0.15,-0.19,-0.15,0.14,-0.2,0.24,0.14,0.14,0.07,0.1,0.17,0.17,0.03,0.12,0.09,-0.07,-0.12,-0.08,0.01,-0.03,-0.07,-0.04,-0.07,0.14,-0.2,-0.07,0.03,-0.09,-0.06,0,0.16,0.25,-0.22,0.24,0.18,0.23,-0.1,-0.16,-0.2,-0.26,-0.25,1,-0.28,-0.37,0.22,0.35,0.28,0.37,0.36,0.24,-0.13,0.22,0,-0.18,0.14,0.09,0.1,0.03,0.09,0.13,0.05,0.25,0.15,-0.04,0.18,-0.07,0.18,0.04,0.15,-0.04,-0.03,0.23,-0.07,0.17,-0.07,-0.07,-0.11,-0.19,-0.15,-0.02,-0.06,-0.13,-0.13,-0.09,-0.1,-0.15,-0.01,-0.23,-0.14,0.18,-0.36,-0.18,-0.19,0.2,-0.06
"PRE_PARENT_HIPIC_92",-0.07,0.02,-0.12,0.03,0.08,-0.07,0.04,-0.16,0.02,-0.15,-0.05,0.07,0.01,-0.08,-0.04,-0.02,-0.23,0.04,0.1,0.2,0.16,0.19,-0.03,0.09,0.15,-0.05,0.09,-0.03,-0.02,-0.05,-0.14,0.01,-0.07,-0.08,0.16,-0.14,-0.2,-0.21,-0.23,0.13,-0.09,-0.05,-0.15,-0.19,-0.06,0.04,-0.23,-0.22,-0.18,0.35,0.27,0.38,0.33,-0.23,0.44,-0.18,-0.2,0.01,-0.19,-0.18,-0.12,-0.13,-0.05,0.11,-0.11,0.26,0.13,0.22,0.29,0.15,0.27,0.32,0.28,0.17,0.41,0.3,0.34,0.37,0.47,0.3,-0.19,-0.2,0.14,-0.22,-0.23,-0.32,0.28,0.63,0.35,0.16,0.26,-0.28,1,0.33,-0.05,-0.16,-0.29,-0.25,-0.27,-0.39,0.46,-0.13,0.07,0.46,-0.24,-0.07,0.1,0.08,0.03,-0.09,0.16,-0.16,-0.07,0.03,-0.04,0.2,-0.17,0,-0.13,0.2,0.1,0.14,-0.09,0.23,0.03,0.01,0.09,0,0.07,0.03,0.03,0.02,0.29,0.18,0.15,0.07,0.12,0.19,0.14,0.07,0.14,0.17,0.19,-0.15,0.13
"PRE_PARENT_HIPIC_93",-0.16,0.08,0,-0.01,0,0,0.07,0.04,-0.04,0.04,0.06,-0.12,-0.07,-0.04,0.07,-0.04,-0.08,0.01,-0.02,-0.02,0.06,-0.02,-0.03,0.08,-0.02,-0.15,0.05,-0.12,-0.06,-0.03,-0.27,-0.06,-0.05,-0.01,-0.1,-0.01,-0.17,-0.1,-0.18,0.13,-0.02,-0.02,-0.05,-0.07,-0.08,0.12,-0.14,-0.16,-0.12,0.15,0.05,0.16,0.19,-0.1,0.17,-0.08,-0.04,-0.16,0.03,-0.15,-0.08,-0.17,0.03,-0.06,-0.07,0.12,0.07,0.06,0.07,0,0.04,0.08,0.02,0.08,0.24,0.22,0.14,0.22,0.2,0.2,-0.03,-0.12,0.15,-0.11,-0.14,-0.11,0.08,0.24,0.17,0.4,0.58,-0.37,0.33,1,-0.15,-0.28,-0.44,-0.26,-0.22,-0.26,0.15,-0.18,0.13,0.24,-0.07,-0.14,0.01,-0.07,-0.05,-0.12,0.08,-0.15,-0.16,0.03,-0.09,0.25,-0.22,0.03,-0.15,0.21,0.14,-0.15,0.23,-0.16,0.16,0.11,0.22,0.18,0.26,0.12,0.15,0.12,0.24,0.17,0.2,0.08,0.15,0.33,0.08,-0.19,0.23,0.24,0.19,-0.26,0.08
"PRE_PARENT_HIPIC_94",0,-0.1,-0.08,0.04,-0.02,0.16,-0.01,-0.1,0.06,-0.05,-0.09,0.04,0.08,-0.11,-0.05,0.04,-0.24,-0.03,0.16,0.03,0.05,0.08,0.04,0.04,0.14,-0.02,-0.06,-0.09,-0.09,0.16,0.04,0.01,0.07,-0.06,0.16,0,-0.15,-0.06,-0.07,0.1,-0.09,-0.06,-0.09,-0.11,-0.08,0.07,-0.06,-0.07,-0.08,0.14,0.11,0.13,-0.02,-0.07,0.13,0.01,-0.02,0.19,-0.19,-0.13,-0.14,-0.08,-0.16,0.16,-0.18,-0.07,0.08,0.01,-0.06,0.08,0.01,-0.02,-0.06,-0.11,-0.13,-0.01,0.08,0.02,0.07,-0.05,0.1,0.02,-0.04,-0.01,-0.14,0.11,-0.06,-0.07,-0.05,0.09,-0.05,0.22,-0.05,-0.15,1,0.31,0.28,0.19,0.17,0.1,0.09,0.12,0,-0.01,0.17,0.13,0.09,-0.01,0.03,0.06,0.05,0.07,0.08,-0.07,0.08,-0.13,0.15,-0.15,0.06,-0.06,-0.05,0.04,0.04,0.04,0.05,-0.18,-0.04,-0.03,-0.06,-0.02,0.03,-0.04,-0.02,0.01,0.04,0.02,0.09,0.05,0.08,0.1,-0.08,-0.02,0,0.15,0.08
"PRE_PARENT_HIPIC_95",-0.02,-0.02,0.04,0.06,-0.01,0.02,-0.02,0.17,0.01,0.04,0.01,0.06,0.04,0.09,-0.1,0.09,0.03,0.08,0.11,0.03,0.04,0.1,0.06,0.15,-0.09,0.21,0.06,0.09,0.15,0.14,0.32,0.23,0.24,0.07,0.21,0.15,0.1,0.15,0.14,0.03,0.15,0.12,0.21,0.21,0.18,0.15,0.26,0.25,0.18,-0.08,-0.09,-0.12,-0.18,0.22,-0.14,0.16,0.25,0.21,0.13,0.17,0.15,0.24,0.11,0.13,0.12,-0.01,0.07,0.04,0.07,0.1,0.04,0.04,-0.09,0.11,-0.06,0.04,0,-0.05,0.02,0.02,0.04,0.28,-0.2,0.36,0.2,0.26,-0.11,-0.08,-0.15,-0.19,-0.06,0.35,-0.16,-0.28,0.31,1,0.45,0.34,0.31,0.31,0.03,0.16,0.06,0.01,0.18,0.16,0.08,0.1,0.09,0.15,0.04,0.12,0.22,0.01,0.1,0.06,0.13,0.13,0.14,0.01,-0.15,0.02,-0.04,0.1,0.07,0.02,0.07,0.01,0.09,0.06,0.1,0.14,0.02,0.02,0.05,0.03,0.16,0.03,0.11,0.09,-0.11,-0.03,0.06,0.19,0.17
"PRE_PARENT_HIPIC_96",-0.04,0.09,0.03,0.02,-0.05,0.03,-0.02,0.14,-0.02,0.09,0.09,0,0.01,0.25,0.04,0.13,0.2,0.14,0.15,0.04,0.04,0.14,0.06,-0.01,0.04,0.32,0.18,0.24,0.16,0.09,0.48,0.2,0.22,0.09,0.07,0.13,0.23,0.21,0.21,-0.05,0.06,0.07,0.14,0.17,0.21,-0.06,0.26,0.24,0.21,-0.08,-0.17,-0.13,-0.26,0.23,-0.25,0.35,0.18,0.14,0.14,0.18,0.17,0.19,0.02,0.06,0.04,-0.04,-0.03,-0.02,0.03,0.08,-0.03,0,-0.13,0.1,-0.15,-0.01,-0.05,-0.15,-0.13,-0.07,0.06,0.3,-0.17,0.29,0.24,0.12,-0.27,-0.19,-0.14,-0.24,-0.42,0.28,-0.29,-0.44,0.28,0.45,1,0.39,0.38,0.41,-0.13,0.18,0.07,-0.15,0.3,0.16,0.06,0.06,0.15,0.19,0.02,0.07,0.24,0.03,0.07,-0.01,0.13,0.11,0.12,0,-0.06,0.12,-0.01,0.07,-0.07,-0.15,-0.1,-0.14,-0.11,-0.09,0,0.05,-0.03,-0.07,-0.06,0.13,0.12,-0.05,0,0.19,-0.04,-0.17,-0.12,0.22,0.09
"PRE_PARENT_HIPIC_97",0.03,0.02,0.03,0.14,-0.03,0.12,0.06,0.17,0.08,0.17,0.07,0.08,0.07,0.09,0.03,0.06,0.1,-0.02,0.05,-0.14,-0.15,-0.04,-0.05,-0.04,-0.11,0.03,-0.03,-0.08,0.15,0.15,0.17,0.13,0.06,0.13,-0.07,0.44,0.36,0.42,0.37,-0.15,0.31,0.24,0.42,0.29,0.2,-0.01,0.48,0.43,0.34,-0.17,-0.25,-0.25,-0.22,0.3,-0.25,0.44,0.21,0.1,0.14,0.28,0.23,0.28,0.13,0.03,0.2,-0.2,-0.04,-0.14,-0.18,-0.1,-0.19,-0.26,-0.29,-0.04,-0.26,-0.1,-0.15,-0.18,-0.11,-0.08,0.05,0.39,-0.22,0.27,0.32,0.38,-0.15,-0.24,-0.31,-0.12,-0.33,0.37,-0.25,-0.26,0.19,0.34,0.39,1,0.88,0.71,-0.23,0.31,0.05,-0.26,0.33,0.18,0.03,0.02,-0.01,0.17,-0.11,0.13,0.23,-0.03,0.15,-0.06,0.19,0.04,0.22,-0.04,-0.07,0.19,-0.04,0.15,-0.08,-0.16,-0.06,-0.12,-0.13,-0.01,0.07,-0.15,-0.21,-0.14,-0.14,-0.09,-0.04,-0.14,-0.05,0.02,-0.17,-0.16,-0.08,0.12,0.01
